ProductId,ItemId,SUPPLIER (user input),DESCRIPTION,QTY,UNITS,"BOX
COST","UNITS
PER BOX",HST,WEEK,"41,39,30,28,26,24,22,20,18,16,15,14,13,11,7,5,2,1"
17189952,,,HANAMARUKI SOYBEAN PASTE RED 500G,2,CASE,$27.00,6,NO,W11,
8180481,,,MAEPLOY RED CURRY PASTE 400G,1,CASE,$75.00,24,NO,W11,
8170497,,,ORION CUSTARD 276G,1,CASE,$56.50,8,NO,W11,
8181044,,,KEWPIE MAYONNAISE 517ML,1,CASE,$157.00,20,NO,W11,
8170268,,,BRANDS ESSENCE OF CHICKEN 68ML,1,CASE,$216.00,12,YES,W11,
8170486,,,LKK PURE BLACK SESAME OIL 207ML,1,CASE,$54.00,12,NO,W7,
12532371,,,PRB DARK SOY SAUCE 500ML,2,CASE,$50.00,12,NO,W7,
10366471,,,GLICO POCKY CHOCO BANANA 70G,2,CASE,$22.50,10,YES,W7,
10366453,,,GLICO POCKY CHOCOLATE 70G,2,CASE,$23.33,10,YES,W7,
15757552,,,GLICO POCKY CHOCOLATE SMALL 40G,2,CASE,$12.10,10,YES,W7,
#N/A,,,GLICO POCKY COOKIES & CREAM  70G,2,CASE,$22.50,10,YES,W7,
17468117,,,GLICO POCKY CRUNCHY STRAWBERRY 51G,1,CASE,$27.00,10,YES,W7,
16506758,,,MARUKAN GOURMET RICE VINEGAR 355ML,2,CASE,$42.00,12,NO,W7,
17183018,,,NONGSHIM KIMCHI OOLONG CUP 75G,2,CASE,$9.50,6,NO,W7,
8170519,,,Y Y BRAND SEA GREENS SEAWEED BBQ 15G,2,CASE,$44.00,24,NO,W7,
8170517,,,Y Y BRAND SEA GREENS SEAWEED CLASSIC 15G,2,CASE,$44.00,24,NO,W7,
8170518,,,Y Y BRAND SEA GREENS SEAWEED GARLIC 15G,2,CASE,$44.00,24,NO,W7,
8170520,,,Y Y BRAND SEA GREENS SEAWEED SPICY 15G,2,CASE,$44.00,24,NO,W7,
8170521,,,Y Y SHITAKE MASHROOMS 284 ML,1,CASE,$28.01,24,NO,W7,
8170546,,,LKK CHILI BLACK BEAN SAUCE 230G,1,CASE,$48.00,12,NO,W7,
8170497,,,ORION CUSTARD 276G,1,CASE,$56.50,8,NO,W7,
8169625,,,LOTTE CHOCO PIE 12PK 336G,1,CASE,$36.00,8,NO,W7,
18313797,,,NONG SHIM SHRIMP CHIP 45G,1,CASE,$35.00,20,NO,W7,
14902381,,,MARBLE POP STRAWBERRY DRINK 200ML,2,CASE,$38.00,12,NO,W7,
